fokontany,commune,district,region,province
Bobasatrana,Tanambao Marivorahona,Ambilobe,Diana,Antsiranana
Mahavelona,Tanambao Marivorahona,Ambilobe,Diana,Antsiranana
Antaramanana,Tanambao Vahatrakaka,Vatomandry,Atsinanana,Toamasina
Ampasimaventy,Tanambao Vahatrakaka,Vatomandry,Atsinanana,Toamasina
Sahafisaka,Tanambao Vahatrakaka,Vatomandry,Atsinanana,Toamasina
Ambohitria,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambodiamontana,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Tanandava,Tanamarina Bekisopa,Ikalamavony,Matsiatra Ambony,Fianarantsoa
Vohitsarana,Tanamarina Bekisopa,Ikalamavony,Matsiatra Ambony,Fianarantsoa
Bekisopa,Tanamarina Bekisopa,Ikalamavony,Matsiatra Ambony,Fianarantsoa
Soatanimbary,Tanamarina Bekisopa,Ikalamavony,Matsiatra Ambony,Fianarantsoa
Ionisoa,Tanamarina Bekisopa,Ikalamavony,Matsiatra Ambony,Fianarantsoa
Tanambao Rabemanana,Tanambao Rabemanana,Marolambo,Atsinanana,Toamasina
Vohitrarivo,Tanambao Rabemanana,Marolambo,Atsinanana,Toamasina
Ampasinambo I,Tanambao Rabemanana,Marolambo,Atsinanana,Toamasina
Tanambao Vahatrakaka,Tanambao Vahatrakaka,Vatomandry,Atsinanana,Toamasina
Vohibary,Tanambao Vahatrakaka,Vatomandry,Atsinanana,Toamasina
Antsiraka,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Tanambe Avaradrano,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambohitsiampiana,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Tananasondrotra,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Amborompotsy,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Amparihilava,Tanananifololahy,Andilamena,Alaotra-Mangoro,Toamasina
Ambohimanjaka,Tanananifololahy,Andilamena,Alaotra-Mangoro,Toamasina
Maroantova,Tanananifololahy,Andilamena,Alaotra-Mangoro,Toamasina
Tsaratanimbary,Tanananifololahy,Andilamena,Alaotra-Mangoro,Toamasina
Belamoty Ikovy,Tanandava,Bekily,Androy,Toliara
Ambohimanarivo,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambodiadabo,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Manakana,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Tanambe Atsimondrano,Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Tanananifololahy,Tanananifololahy,Andilamena,Alaotra-Mangoro,Toamasina
Sakara Haut,Tanandava,Bekily,Androy,Toliara
Sakara Bas,Tanandava,Bekily,Androy,Toliara
Morafeno Ambony,Tanandava,Bekily,Androy,Toliara
Anataky,Tanandava,Bekily,Androy,Toliara
Ambatosola,Tanandava,Bekily,Androy,Toliara
Ambodiampana,Tanambao Marivorahona,Ambilobe,Diana,Antsiranana
Marivorahona,Tanambao Marivorahona,Ambilobe,Diana,Antsiranana
Ananjaka,Tanambao Marivorahona,Ambilobe,Diana,Antsiranana
Ampasimadinika,Tanambao Rabemanana,Marolambo,Atsinanana,Toamasina
Ambodiara,Tanambao Rabemanana,Marolambo,Atsinanana,Toamasina
Mahatsinjo,Tanandava,Bekily,Androy,Toliara
Besakoa Soaravy I,Tanandava,Bekily,Androy,Toliara
Besakoa Soaravy II,Tanandava,Bekily,Androy,Toliara
Ambararata Toby II,Tanandava,Bekily,Androy,Toliara
Ambararata Toby I,Tanandava,Bekily,Androy,Toliara
Ranomena II,Toamasina Suburbaine,Toamasina II,Atsinanana,Toamasina
Miantsoarivo,Tritriva,Betafo,Vakinankaratra,Antananarivo
Ambohimanga,Tritriva,Betafo,Vakinankaratra,Antananarivo
Faravohitra,Tritriva,Betafo,Vakinankaratra,Antananarivo
Loharano,Tritriva,Betafo,Vakinankaratra,Antananarivo
Zanakandrianjaka,Tsarazaza,Fandriana,Amoron'i Mania,Fianarantsoa
Anabovo Sud,Tsihombe,Tsihombe,Androy,Toliara
Beavoha Nord,Tsihombe,Tsihombe,Androy,Toliara
Sihanamena Marobey,Tsihombe,Tsihombe,Androy,Toliara
Belemboka,Tsihombe,Tsihombe,Androy,Toliara
Ambohitsara,Tritriva,Betafo,Vakinankaratra,Antananarivo
Ambohimahavelona,Tsaratanana I,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ampakobe I,Tsaratanana I,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Andilamihoatra,Tsaratanana I,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Anjiajia,Tsaratanana I,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Sihanamena Marolava Ouest,Tsihombe,Tsihombe,Androy,Toliara
Tambanditse Ankarandoha,Tsihombe,Tsihombe,Androy,Toliara
Tsihombe II,Tsihombe,Tsihombe,Androy,Toliara
Tsihombe Centre,Tsihombe,Tsihombe,Androy,Toliara
Tsihombe I,Tsihombe,Tsihombe,Androy,Toliara
Zafindrazaka,Tsaratanana I,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambohibary,Tsarazaza,Fandriana,Amoron'i Mania,Fianarantsoa
Ankazondrano,Tsarazaza,Fandriana,Amoron'i Mania,Fianarantsoa
Ambalamilolona,Tsarazaza,Fandriana,Amoron'i Mania,Fianarantsoa
Amboaroy,Tsarazaza,Fandriana,Amoron'i Mania,Fianarantsoa
Sihanamena Marofohy,Tsihombe,Tsihombe,Androy,Toliara
Soamarama,Tanandava,Bekily,Androy,Toliara
Anadabolava Beakondro,Tanandava,Bekily,Androy,Toliara
Ambirimena I,Tanandava,Bekily,Androy,Toliara
Tanandava,Tanandava,Bekily,Androy,Toliara
Maroaiky II,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Manitsevo,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Ambolovohitse Ville,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Bevoangy,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Ambolovohitse Tanamiary,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Belamoty,Tanandava,Bekily,Androy,Toliara
Antsovela Ville,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Elomaka,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Antsovela Sama,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Evoahazo,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Tanandava Sud I,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Ankara Berano,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Berano Ville,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Berano Anja,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Maroaiky I,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Ampotobato,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Ambaniza Morafeno,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Andavaboay,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Bebea,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Belavenoka Atsimo,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Tanambao Sud,Tanandava,Andapa,Sava,Antsiranana
Andapahely,Tanandava,Andapa,Sava,Antsiranana
Andapakova,Tanandava,Andapa,Sava,Antsiranana
Ambalavoanio,Tanandava,Andapa,Sava,Antsiranana
Antsahameloka,Tanandava,Andapa,Sava,Antsiranana
Ambasy,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Maroloha,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Vohibary,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Tanandava Sud II,Tanandava Sud,Amboasary-Atsimo,Anosy,Toliara
Besariaka,Tanandava,Andapa,Sava,Antsiranana
Angavo,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Beamalo,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Ankazosay,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Mahatsinjo,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Andramena,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Namohora,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Antsiragna,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Marozano,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Tangainony Centre,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Vohibitro,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Soarano,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Ampandramitsetaky,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Analabo,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Antsoha,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Ankeriky,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Antanambao II,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Ambodivoandrozana,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Anteninkely,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Ambodirotro,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Ampisokina,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Mahazoarivo,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Ankapoaky,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Mikaiky,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Tandrano,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Andranomanintsy,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Tanibe,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Analanambola,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Fahitrosy,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Antanambehely,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Tanjombato Iraitsimivaky,Tanjombato,Antananarivo Atsimondrano,Analamanga,Antananarivo
Marohaka,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ekavy,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Andranomangatsiaka,Tangainony,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambamaho,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Ambalafefy,Tanibe,Mananara-Avaratra,Ambatosoa,Toamasina
Ampangabe I,Tankafatra,Andramasina,Analamanga,Antananarivo
Ampangabe II,Tankafatra,Andramasina,Analamanga,Antananarivo
Andranofankatia,Tankafatra,Andramasina,Analamanga,Antananarivo
Analandambo,Tankafatra,Andramasina,Analamanga,Antananarivo
Anosivola,Tankafatra,Andramasina,Analamanga,Antananarivo
Ambohimandroso,Tataho,Manakara Atsimo,Fitovinany,Fianarantsoa
Masiakakoho,Tataho,Manakara Atsimo,Fitovinany,Fianarantsoa
Mahatsinjoriaka,Tataho,Manakara Atsimo,Fitovinany,Fianarantsoa
Andromba,Tataho,Manakara Atsimo,Fitovinany,Fianarantsoa
Ambodimanga,Tataho,Manakara Atsimo,Fitovinany,Fianarantsoa
Antanamangotroka,Tanandava,Andapa,Sava,Antsiranana
Betabika,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Tsitanandro,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Haminy,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Ankilivondraky,Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Ampasimazava,Toamasina Suburbaine,Toamasina II,Atsinanana,Toamasina
Ambodisaina,Toamasina Suburbaine,Toamasina II,Atsinanana,Toamasina
Tanandava,Toamasina Suburbaine,Toamasina II,Atsinanana,Toamasina
Ankazotsifantatra,Tolohomiady,Ihosy,Ihorombe,Fianarantsoa
Androtsy Sud,Tolohomiady,Ihosy,Ihorombe,Fianarantsoa
Andafiatsimo Mijoro,Tanjombato,Antananarivo Atsimondrano,Analamanga,Antananarivo
Ankazotelo,Tankafatra,Andramasina,Analamanga,Antananarivo
Tankafatra Nord,Tankafatra,Andramasina,Analamanga,Antananarivo
Tankafatra Sud,Tankafatra,Andramasina,Analamanga,Antananarivo
Tankafatra Centre,Tankafatra,Andramasina,Analamanga,Antananarivo
Andranomangatsiaka,Tolohomiady,Ihosy,Ihorombe,Fianarantsoa
Benato,Tolohomiady,Ihosy,Ihorombe,Fianarantsoa
Tolohomiady,Tolohomiady,Ihosy,Ihorombe,Fianarantsoa
Mandriandry,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Ambalakizitina,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Vohidranahy,Tataho,Manakara Atsimo,Fitovinany,Fianarantsoa
Analabe,Tataho,Manakara Atsimo,Fitovinany,Fianarantsoa
Ankafobalo,Tatamalaza,Fandriana,Amoron'i Mania,Fianarantsoa
Bemasoandro,Tatamalaza,Fandriana,Amoron'i Mania,Fianarantsoa
Anjahamarina,Toamasina Suburbaine,Toamasina II,Atsinanana,Toamasina
Tsimbahambo,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Tolongoina,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Tanambao,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Ambinanindrano,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Ambodiroranga,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Andrambovato,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Ambohimahavelona,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Ambodivanana,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Madiorano,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Iladitra,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Andohariana,Tankafatra,Andramasina,Analamanga,Antananarivo
Morarano Soafiraisana,Tankafatra,Andramasina,Analamanga,Antananarivo
Analamihoatra,Tankafatra,Andramasina,Analamanga,Antananarivo
Anovondriana,Tankafatra,Andramasina,Analamanga,Antananarivo
Kelilalina,Tankafatra,Andramasina,Analamanga,Antananarivo
Beadabo,Tomboarivo,Amboasary-Atsimo,Anosy,Toliara
Soarano,Tomboarivo,Amboasary-Atsimo,Anosy,Toliara
Manandavenoka,Tomboarivo,Amboasary-Atsimo,Anosy,Toliara
Tomboarivo,Tomboarivo,Amboasary-Atsimo,Anosy,Toliara
Antsambalahy,Tomboarivo,Amboasary-Atsimo,Anosy,Toliara
Ambohimanga,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Ambatovory,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Ambalavero Bas,Tolongoina,Ikongo,Fitovinany,Fianarantsoa
Antaralava,Tomboarivo,Amboasary-Atsimo,Anosy,Toliara
Angebo,Tomboarivo,Amboasary-Atsimo,Anosy,Toliara
Ampasinivo,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Fenoanivo,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Fenoatsimo,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Berahodaka,Tovona,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambohitrevo,Tovona,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anovihazo,Tovona,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anatsirika,Tovona,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Trangahy,Trangahy,Antsalova,Melaky,Mahajanga
Antsahalaza,Trangahy,Antsalova,Melaky,Mahajanga
Bejea,Trangahy,Antsalova,Melaky,Mahajanga
Bejangoa,Trangahy,Antsalova,Melaky,Mahajanga
Mafiovy Korao,Trangahy,Antsalova,Melaky,Mahajanga
Fenoarivo Bara,Trangahy,Antsalova,Melaky,Mahajanga
Berongony,Trangahy,Antsalova,Melaky,Mahajanga
Soatana,Trangahy,Antsalova,Melaky,Mahajanga
Tamia,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Ifanato,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Anaralava,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Manasoa,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Ampoezy,Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Beza,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Antsira,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Tsilamaha I,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Tsilamaha II,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Tranomaro I,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Soronampela,Tranoroa,Beloha,Androy,Toliara
Jontany,Tranoroa,Beloha,Androy,Toliara
Ankaramanoy,Tranoroa,Beloha,Androy,Toliara
Vohiby,Tranoroa,Beloha,Androy,Toliara
Maroraza Tranoroa,Tranoroa,Beloha,Androy,Toliara
Ankilijoria,Trangahy,Antsalova,Melaky,Mahajanga
Andolobe,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Ranolava,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Beteny,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Tatsimo Ampilira,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Tranomaro II,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Anivorano,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Amboropotsy,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Beroanga Tsimiangatra,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Ambohimandroso,Tranomaro,Amboasary-Atsimo,Anosy,Toliara
Antsifitsy,Tranoroa,Beloha,Androy,Toliara
Marohery,Tranoroa,Beloha,Androy,Toliara
Vohibola,Tranoroa,Beloha,Androy,Toliara
Kerembola I,Tranoroa,Beloha,Androy,Toliara
Kerembola Ankilegnano,Tranoroa,Beloha,Androy,Toliara
Antsakoamitondritsy,Tranoroa,Beloha,Androy,Toliara
Tsimilofo,Tranoroa,Beloha,Androy,Toliara
Razambahoaka Saboko,Tranoroa,Beloha,Androy,Toliara
Boboke Marofane,Tranoroa,Beloha,Androy,Toliara
Ananademby,Tranovaho,Beloha,Androy,Toliara
Koboary,Tranoroa,Beloha,Androy,Toliara
Andranoherika,Tranoroa,Beloha,Androy,Toliara
Rerango,Tranoroa,Beloha,Androy,Toliara
Ankiliroa,Tranoroa,Beloha,Androy,Toliara
Andamilamy,Tranoroa,Beloha,Androy,Toliara
Agnirinihamba,Tranovaho,Beloha,Androy,Toliara
Benato,Tranovaho,Beloha,Androy,Toliara
Masombaho,Tranovaho,Beloha,Androy,Toliara
Tsimilafika,Tranovaho,Beloha,Androy,Toliara
Angirazato,Tranovaho,Beloha,Androy,Toliara
Befamata,Tranovaho,Beloha,Androy,Toliara
Laparoro,Tranovaho,Beloha,Androy,Toliara
Ankilisinao,Tranovaho,Beloha,Androy,Toliara
Natomasy,Tranovaho,Beloha,Androy,Toliara
Analalava,Tranovaho,Beloha,Androy,Toliara
Ankaboa,Tranovaho,Beloha,Androy,Toliara
Tranovaho,Tranovaho,Beloha,Androy,Toliara
Barabay,Tranovaho,Beloha,Androy,Toliara
Andraseky,Tranovaho,Beloha,Androy,Toliara
Betaimbolo,Tranovaho,Beloha,Androy,Toliara
Lavanono,Tranovaho,Beloha,Androy,Toliara
Ampihamy,Tranovaho,Beloha,Androy,Toliara
Ankilevalo,Tranovaho,Beloha,Androy,Toliara
Tramba,Tranovaho,Beloha,Androy,Toliara
Savilintotsy,Tranovaho,Beloha,Androy,Toliara
Marovoro,Tranovaho,Beloha,Androy,Toliara
Ambalanose,Tranovaho,Beloha,Androy,Toliara
Ambatomasy,Tranovaho,Beloha,Androy,Toliara
Agnalamare,Tranovaho,Beloha,Androy,Toliara
Sareriake,Tranovaho,Beloha,Androy,Toliara
Ambonihiboka,Tratramarina,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Maroandiana,Tratramarina,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Iavonarivo,Tritriva,Betafo,Vakinankaratra,Antananarivo
Antanetivory,Tritriva,Betafo,Vakinankaratra,Antananarivo
Miarinatsara,Tritriva,Betafo,Vakinankaratra,Antananarivo
Soamagnitse I,Tranovaho,Beloha,Androy,Toliara
Soamagnitse II,Tranovaho,Beloha,Androy,Toliara
Ambinanindrano,Tratramarina,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Andongotra,Tratramarina,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Tratramarina,Tratramarina,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Tsarabaria,Tsarabaria,Vohemar,Sava,Antsiranana
Ambodimanga Iv,Tsarabaria,Vohemar,Sava,Antsiranana
Antanamandriry,Tsarabaria,Vohemar,Sava,Antsiranana
Antohomaro,Tsarabaria,Vohemar,Sava,Antsiranana
Ankatoko,Tsarabaria,Vohemar,Sava,Antsiranana
Analanana,Tsarabaria,Vohemar,Sava,Antsiranana
Betainkilotra,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Marosely,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Madirofafaly,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Bemilolo,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antsambalahy,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Besisika,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Bejahoa,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodimanga II,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsarahasina,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Betaimby,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Malainkolemby,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambodivoarahely,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Andranovato,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Antsakoamivanditra,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Tritriva,Tritriva,Betafo,Vakinankaratra,Antananarivo
Manakana,Tsarabaria,Vohemar,Sava,Antsiranana
Amboditsoha,Tsarabaria,Vohemar,Sava,Antsiranana
Antsivolanana,Tsarabaria,Vohemar,Sava,Antsiranana
Andrafialava,Tsarabaria,Vohemar,Sava,Antsiranana
Antsakoamilaika,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Anjialava,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Miadana,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsirepoko,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Beriana,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambovobe,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Zanaposa,Tsarasaotra,Ambositra,Amoron'i Mania,Fianarantsoa
Tsarasaotra,Tsarasaotra,Anjozorobe,Analamanga,Antananarivo
Vodivato,Tsarasaotra,Anjozorobe,Analamanga,Antananarivo
Sahofika,Tsaratanana,Ifanadiana,Vatovavy,Fianarantsoa
Tsianisiha II,Tsianisiha,Toliary-II,Atsimo-Andrefana,Toliara
Bevala,Tsianisiha,Toliary-II,Atsimo-Andrefana,Toliara
Antevamena,Tsianisiha,Toliary-II,Atsimo-Andrefana,Toliara
Afondralambo,Tsihombe,Tsihombe,Androy,Toliara
Tamonto Ouest,Tsihombe,Tsihombe,Androy,Toliara
Ambovo,Tsihombe,Tsihombe,Androy,Toliara
Ankililiry,Tsihombe,Tsihombe,Androy,Toliara
Marohatake,Tsihombe,Tsihombe,Androy,Toliara
Tsihombe Avaradrova,Tsihombe,Tsihombe,Androy,Toliara
Belemboka Centre,Tsihombe,Tsihombe,Androy,Toliara
Ambodisely,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Andambalo,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambobaka,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Beronono,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambodimanarihely,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambalihabe,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Belo,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Anketrakabe,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Bejabora,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Antanambao Bas Beriana,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Taivo,Tsihombe,Tsihombe,Androy,Toliara
Ankilimilopaky,Tsikolaky,Bekily,Androy,Toliara
Ambato,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Betsitindry,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Andrafiatsara,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Antanambao Haut,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambodimotso Belo,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambalafary,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambohitsara II,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambohimitsinjo,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ambiky,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Farafanga,Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Ampamoabe,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Morarano,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Tsarafierana,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Tsaramirafitra,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Soavinarivo,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Belanitra,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Ambohitsoa,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Soafianatra,Tsarahonenana Sahanivotry,Antsirabe II,Vakinankaratra,Antananarivo
Antakabana,Tsarajomoka,Mandritsara,Sofia,Mahajanga
Antanimalandy,Tsaramandroso,Ambato Boeni,Boeny,Mahajanga
Andranomiditra,Tsaramandroso,Ambato Boeni,Boeny,Mahajanga
Andranomandevy,Tsaramandroso,Ambato Boeni,Boeny,Mahajanga
Ambatoloaka,Tsaramandroso,Ambato Boeni,Boeny,Mahajanga
Androrangavola Vatofotsy,Tsaratanana,Ifanadiana,Vatovavy,Fianarantsoa
Tsaratanana,Tsaratanana,Ifanadiana,Vatovavy,Fianarantsoa
Vatovaky,Tsiafahy,Antananarivo Atsimondrano,Analamanga,Antananarivo
Tsangambatonintaolo,Tsiafajavona Ankaratra,Ambatolampy,Vakinankaratra,Antananarivo
Anosiarivo,Tsiafajavona Ankaratra,Ambatolampy,Vakinankaratra,Antananarivo
Tsaramandroso,Tsaramandroso,Ambato Boeni,Boeny,Mahajanga
Maevarano,Tsaramandroso,Ambato Boeni,Boeny,Mahajanga
